day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;24900;SQUID_INK;1982;24;;;;;1985;24;;;;;1983.5;331.0
0;25000;SQUID_INK;1980;28;;;;;1983;28;;;;;1981.5;331.0
0;25000;KELP;2030;28;;;;;2034;28;;;;;2032.0;166.09375
0;25000;RAINFOREST_RESIN;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;458.0
0;25100;RAINFOREST_RESIN;9998;8;9996;1;9995;26;10004;1;10005;26;;;10001.0;460.0
0;25100;SQUID_INK;1981;27;;;;;1984;27;;;;;1982.5;331.0
0;25100;KELP;2031;1;2030;26;;;2034;27;;;;;2032.5;174.3203125
0;25200;RAINFOREST_RESIN;9996;2;9995;24;;;10000;4;10004;2;10005;24;9998.0;460.0
0;25200;SQUID_INK;1980;6;1979;26;;;1981;4;1983;26;;;1980.5;331.0
0;25200;KELP;2031;8;2030;24;;;2032;4;2034;26;;;2031.5;178.8359375
0;25300;KELP;2031;1;2030;21;;;2034;22;;;;;2032.5;177.328125
0;25300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;460.0
0;25300;SQUID_INK;1978;1;1977;21;;;1981;22;;;;;1979.5;335.9404296875
0;25400;SQUID_INK;1978;29;;;;;1981;29;;;;;1979.5;335.76953125
0;25400;KELP;2030;29;;;;;2034;29;;;;;2032.0;172.6640625
0;25400;RAINFOREST_RESIN;10002;3;9996;2;9995;27;10004;2;10005;27;;;10003.0;460.0
0;25500;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;466.0
0;25500;SQUID_INK;1977;24;;;;;1979;6;1980;1;1981;23;1978.0;337.994140625
0;25500;KELP;2030;24;;;;;2032;6;2034;24;;;2031.0;171.46875
0;25600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;466.0
0;25600;SQUID_INK;1977;24;;;;;1979;6;1981;24;;;1978.0;336.1953125
0;25600;KELP;2030;24;;;;;2032;6;2034;24;;;2031.0;170.8203125
0;25700;KELP;2031;1;2030;24;;;2034;25;;;;;2032.5;174.3671875
0;25700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;466.0
0;25700;SQUID_INK;1977;25;;;;;1980;25;;;;;1978.5;341.1884765625
0;25800;SQUID_INK;1979;29;;;;;1982;29;;;;;1980.5;328.0966796875
0;25800;KELP;2031;29;;;;;2034;29;;;;;2032.5;181.3203125
0;25800;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;466.0
0;25900;SQUID_INK;1979;2;1978;27;;;1982;29;;;;;1980.5;330.1220703125
0;25900;KELP;2031;2;2030;27;;;2034;29;;;;;2032.5;178.1171875
0;25900;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;468.0
0;26000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;474.0
0;26000;SQUID_INK;1978;1;1976;27;;;1979;27;;;;;1978.5;350.576171875
0;26000;KELP;2033;1;2031;27;;;2034;27;;;;;2033.5;180.15625
0;26100;KELP;2033;1;2031;27;;;2034;25;;;;;2033.5;183.2734375
0;26100;RAINFOREST_RESIN;10002;1;9998;3;9996;1;10004;1;10005;24;;;10003.0;474.0
0;26100;SQUID_INK;1978;1;1976;27;;;1979;25;;;;;1978.5;360.12060546875
0;26200;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;476.0
0;26200;SQUID_INK;1976;29;;;;;1980;29;;;;;1978.0;356.0
0;26200;KELP;2031;29;;;;;2034;29;;;;;2032.5;190.828125
0;26300;SQUID_INK;1978;25;;;;;1981;1;1982;25;;;1979.5;356.0
0;26300;KELP;2031;25;;;;;2034;26;;;;;2032.5;195.4921875
0;26300;RAINFOREST_RESIN;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;478.0
0;26400;SQUID_INK;1974;27;;;;;1977;27;;;;;1975.5;356.0
0;26400;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;478.0
0;26400;KELP;2031;27;;;;;2034;27;;;;;2032.5;187.9296875
0;26500;SQUID_INK;1978;22;;;;;1982;22;;;;;1980.0;356.0
0;26500;KELP;2031;22;;;;;2034;22;;;;;2032.5;188.3359375
0;26500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;478.0
0;26600;RAINFOREST_RESIN;9996;2;9995;29;;;9998;4;10004;2;10005;29;9997.0;478.0
0;26600;KELP;2031;31;;;;;2034;31;;;;;2032.5;187.6875
0;26600;SQUID_INK;1976;31;;;;;1979;31;;;;;1977.5;356.0
0;26700;SQUID_INK;1977;1;1975;8;1974;26;1978;26;;;;;1977.5;356.0
0;26700;KELP;2033;1;2031;34;;;2034;26;;;;;2033.5;195.0859375
0;26700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;486.0
0;26800;SQUID_INK;1970;20;;;;;1974;20;;;;;1972.0;360.9720458984375
0;26800;RAINFOREST_RESIN;10002;1;9998;7;9995;20;10005;20;;;;;10003.5;486.0
0;26800;KELP;2031;20;;;;;2034;20;;;;;2032.5;196.8984375
0;26900;SQUID_INK;1968;22;;;;;1971;22;;;;;1969.5;363.19091796875
0;26900;KELP;2031;22;;;;;2034;22;;;;;2032.5;195.5703125
0;26900;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;488.0
0;27000;RAINFOREST_RESIN;9998;2;9996;1;9995;26;10004;1;10005;26;;;10001.0;488.0
0;27000;KELP;2031;27;;;;;2033;6;2034;27;;;2032.0;191.3515625
0;27000;SQUID_INK;1970;27;;;;;1972;6;1974;27;;;1971.0;360.9671630859375
0;27100;SQUID_INK;1971;1;1969;29;;;1972;2;1973;27;;;1971.5;362.1346435546875
0;27100;KELP;2033;1;2031;29;;;2034;29;;;;;2033.5;189.546875
0;27100;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10002;10;10004;2;9997.0;488.0
0;27200;SQUID_INK;1970;1;1969;7;1968;25;1971;25;;;;;1970.5;364.41064453125
0;27200;RAINFOREST_RESIN;9998;3;9996;2;9995;23;10004;2;10005;23;;;10001.0;490.0
0;27200;KELP;2033;1;2031;32;;;2034;25;;;;;2033.5;192.703125
0;27300;SQUID_INK;1968;24;;;;;1971;25;;;;;1969.5;365.73486328125
0;27300;KELP;2031;24;;;;;2034;25;;;;;2032.5;194.0625
0;27300;RAINFOREST_RESIN;9995;25;;;;;10002;8;10005;25;;;9998.5;490.0
0;27400;RAINFOREST_RESIN;9996;1;9995;22;;;9998;3;10004;1;10005;22;9997.0;490.0
0;27400;KELP;2032;6;2031;23;;;2034;23;;;;;2033.0;193.1328125
0;27400;SQUID_INK;1969;6;1968;23;;;1971;23;;;;;1970.0;364.60546875
0;27500;SQUID_INK;1967;30;;;;;1970;30;;;;;1968.5;368.1044921875
0;27500;KELP;2031;30;;;;;2034;30;;;;;2032.5;191.8046875
0;27500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;496.0
0;27600;SQUID_INK;1969;1;1967;34;;;1970;28;;;;;1969.5;368.75830078125
0;27600;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;496.0
0;27600;KELP;2033;1;2031;34;;;2034;28;;;;;2033.5;191.78125
0;27700;SQUID_INK;1968;32;;;;;1971;32;;;;;1969.5;364.64599609375
0;27700;KELP;2031;32;;;;;2034;32;;;;;2032.5;191.5234375
0;27700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;496.0
0;27800;RAINFOREST_RESIN;9998;2;9996;2;9995;20;10004;2;10005;20;;;10001.0;496.0
0;27800;KELP;2031;27;;;;;2034;22;;;;;2032.5;187.3359375
0;27800;SQUID_INK;1970;7;1969;20;;;1973;22;;;;;1971.5;358.35693359375
0;27900;SQUID_INK;1970;29;;;;;1972;8;1973;29;;;1971.0;355.9052734375
0;27900;KELP;2031;29;;;;;2033;8;2034;29;;;2032.0;189.203125
0;27900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;496.0
0;28000;SQUID_INK;1971;26;;;;;1974;22;;;;;1972.5;355.0
0;28000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;496.0
0;28000;KELP;2031;26;;;;;2034;22;;;;;2032.5;193.5703125
0;28100;SQUID_INK;1971;21;;;;;1974;21;;;;;1972.5;355.0
0;28100;KELP;2031;21;;;;;2034;21;;;;;2032.5;191.78125
0;28100;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;496.0
0;28200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;505.0
0;28200;KELP;2031;23;;;;;2034;23;;;;;2032.5;190.3515625
0;28200;SQUID_INK;1970;23;;;;;1974;23;;;;;1972.0;355.0
0;28300;SQUID_INK;1971;30;;;;;1974;2;1975;28;;;1972.5;355.0
0;28300;KELP;2031;30;;;;;2034;30;;;;;2032.5;192.8671875
0;28300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;505.0
0;28400;SQUID_INK;1971;20;;;;;1975;20;;;;;1973.0;355.0
0;28400;RAINFOREST_RESIN;9995;20;;;;;10002;8;10005;20;;;9998.5;505.0
0;28400;KELP;2031;20;;;;;2034;20;;;;;2032.5;193.921875
0;28500;SQUID_INK;1971;5;1970;28;;;1974;30;;;;;1972.5;355.0
0;28500;KELP;2031;33;;;;;2034;30;;;;;2032.5;195.3515625
0;28500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;505.0
0;28600;RAINFOREST_RESIN;9996;2;9995;26;;;10000;5;10002;5;10004;2;9998.0;505.0
0;28600;KELP;2031;27;;;;;2032;5;2034;28;;;2031.5;191.2734375
0;28600;SQUID_INK;1971;27;;;;;1972;5;1974;28;;;1971.5;355.0
0;28700;KELP;2031;23;;;;;2034;24;;;;;2032.5;183.09375
0;28700;SQUID_INK;1971;23;;;;;1974;24;;;;;1972.5;356.8125
0;28700;RAINFOREST_RESIN;9998;8;9996;2;9995;22;10004;2;10005;22;;;10001.0;505.0
0;28800;KELP;2031;21;;;;;2034;21;;;;;2032.5;185.5625
0;28800;SQUID_INK;1970;21;;;;;1973;21;;;;;1971.5;352.322265625
0;28800;RAINFOREST_RESIN;9995;21;;;;;10002;8;10005;21;;;9998.5;505.0
0;28900;SQUID_INK;1971;1;1970;23;;;1974;23;;;;;1972.5;355.216796875
0;28900;RAINFOREST_RESIN;9996;1;9995;22;;;10002;5;10004;1;10005;22;9999.0;505.0
0;28900;KELP;2031;24;;;;;2034;23;;;;;2032.5;184.34375
0;29000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;505.0
0;29000;KELP;2031;26;;;;;2034;26;;;;;2032.5;183.140625
0;29000;SQUID_INK;1970;26;;;;;1973;26;;;;;1971.5;352.2939453125
0;29100;KELP;2030;23;;;;;2034;23;;;;;2032.0;174.453125
0;29100;SQUID_INK;1971;23;;;;;1974;23;;;;;1972.5;358.015625
0;29100;RAINFOREST_RESIN;9995;23;;;;;10002;2;10005;23;;;9998.5;507.0
0;29200;KELP;2031;1;2030;22;;;2034;23;;;;;2032.5;178.984375
0;29200;SQUID_INK;1970;23;;;;;1973;23;;;;;1971.5;350.9482421875
0;29200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;507.0
0;29300;SQUID_INK;1972;23;;;;;1975;23;;;;;1973.5;362.248046875
0;29300;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;507.0
0;29300;KELP;2030;23;;;;;2034;23;;;;;2032.0;176.0859375
0;29400;RAINFOREST_RESIN;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;507.0
0;29400;KELP;2030;25;;;;;2033;2;2034;23;;;2031.5;168.2265625
0;29400;SQUID_INK;1970;25;;;;;1974;25;;;;;1972.0;355.0595703125
0;29500;KELP;2030;19;;;;;2033;20;;;;;2031.5;163.2109375
0;29500;SQUID_INK;1970;19;;;;;1973;20;;;;;1971.5;351.6806640625
0;29500;RAINFOREST_RESIN;9998;6;9995;20;;;10005;20;;;;;10001.5;507.0
0;29600;KELP;2030;27;;;;;2031;4;2033;1;2034;26;2030.5;165.6171875
0;29600;SQUID_INK;1970;27;;;;;1971;4;1973;27;;;1970.5;353.95703125
0;29600;RAINFOREST_RESIN;9996;1;9995;26;;;10000;4;10004;1;10005;26;9998.0;507.0
0;29700;SQUID_INK;1970;23;;;;;1972;8;1973;23;;;1971.0;353.5556640625
0;29700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;507.0
0;29700;KELP;2030;23;;;;;2032;8;2033;1;2034;22;2031.0;172.453125
0;29800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;507.0
0;29800;KELP;2032;1;2030;29;;;2034;25;;;;;2033.0;169.2421875
0;29800;SQUID_INK;1971;1;1970;4;1969;25;1972;25;;;;;1971.5;348.99609375
0;29900;KELP;2030;32;;;;;2034;32;;;;;2032.0;174.78125
0;29900;SQUID_INK;1968;32;;;;;1972;32;;;;;1970.0;346.0
0;29900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;527.0
0;30000;KELP;2031;4;2030;25;;;2034;25;;;;;2032.5;176.4140625
0;30000;SQUID_INK;1968;4;1967;25;;;1970;2;1971;23;;;1969.0;377.349609375
0;30000;RAINFOREST_RESIN;9998;10;9996;2;9995;23;10004;2;10005;23;;;10001.0;527.0
0;30100;SQUID_INK;1968;21;;;;;1971;21;;;;;1969.5;364.96875
0;30100;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;527.0
0;30100;KELP;2030;21;;;;;2033;1;2034;20;;;2031.5;172.25
0;30200;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10002;8;10004;2;9997.0;527.0
0;30200;KELP;2030;30;;;;;2033;2;2034;28;;;2031.5;174.11328125
0;30200;SQUID_INK;1967;2;1966;28;;;1970;30;;;;;1968.5;388.7578125
0;30300;KELP;2030;31;;;;;2032;1;2033;31;;;2031.0;170.8515625
0;30300;SQUID_INK;1968;31;;;;;1970;1;1971;31;;;1969.0;367.126953125
0;30300;RAINFOREST_RESIN;10002;4;9996;2;9995;29;10004;2;10005;29;;;10003.0;529.0
0;30400;KELP;2032;2;2030;30;;;2033;30;;;;;2032.5;170.4765625
0;30400;SQUID_INK;1968;2;1966;30;;;1969;30;;;;;1968.5;397.072265625
0;30400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;537.0
0;30500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;537.0
0;30500;SQUID_INK;1962;35;;;;;1965;30;;;;;1963.5;462.400390625
0;30500;KELP;2030;35;;;;;2033;30;;;;;2031.5;167.12890625
0;30600;RAINFOREST_RESIN;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;537.0
0;30600;KELP;2030;32;;;;;2032;7;2033;32;;;2031.0;166.8203125
0;30600;SQUID_INK;1964;32;;;;;1966;7;1967;32;;;1965.0;425.484375
0;30700;KELP;2030;29;;;;;2033;29;;;;;2031.5;166.82421875
0;30700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;551.0
0;30700;SQUID_INK;1960;29;;;;;1963;29;;;;;1961.5;494.1640625
0;30800;SQUID_INK;1963;2;1962;29;;;1966;31;;;;;1964.5;450.736328125
0;30800;KELP;2030;31;;;;;2033;31;;;;;2031.5;165.484375
0;30800;RAINFOREST_RESIN;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;551.0
0;30900;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;551.0
0;30900;SQUID_INK;1961;21;;;;;1963;7;1965;21;;;1962.0;467.66796875
0;30900;KELP;2030;21;;;;;2032;7;2033;21;;;2031.0;165.20703125
0;31000;RAINFOREST_RESIN;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;551.0
0;31000;SQUID_INK;1964;6;1962;28;;;1966;28;;;;;1965.0;460.09375
0;31000;KELP;2032;6;2030;28;;;2033;28;;;;;2032.5;167.95703125
0;31100;KELP;2030;14;;;;;2033;23;;;;;2031.5;171.765625
0;31100;RAINFOREST_RESIN;10002;1;9995;23;;;10005;23;;;;;10003.5;551.0
0;31100;SQUID_INK;1961;23;;;;;1962;9;1965;23;;;1961.5;469.154296875
0;31200;SQUID_INK;1963;21;;;;;1965;8;1966;1;1967;21;1964.0;478.0
0;31200;KELP;2030;21;;;;;2032;8;2033;22;;;2031.0;172.41796875
0;31200;RAINFOREST_RESIN;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;553.0
0;31300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;565.0
0;31300;SQUID_INK;1963;22;;;;;1966;22;;;;;1964.5;478.0
0;31300;KELP;2030;22;;;;;2033;22;;;;;2031.5;169.54296875
0;31400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;565.0
0;31400;SQUID_INK;1962;22;;;;;1965;22;;;;;1963.5;478.0
0;31400;KELP;2030;22;;;;;2033;22;;;;;2031.5;170.546875
0;31500;KELP;2030;22;;;;;2033;22;;;;;2031.5;170.5625
0;31500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;565.0
0;31500;SQUID_INK;1964;22;;;;;1967;1;1968;21;;;1965.5;478.0
0;31600;SQUID_INK;1963;24;;;;;1967;24;;;;;1965.0;478.0
0;31600;KELP;2030;24;;;;;2033;24;;;;;2031.5;171.1640625
0;31600;RAINFOREST_RESIN;9995;24;;;;;9998;3;10005;24;;;9996.5;565.0
0;31700;RAINFOREST_RESIN;9995;29;;;;;10002;3;10005;29;;;9998.5;571.0
0;31700;SQUID_INK;1963;29;;;;;1966;29;;;;;1964.5;478.0
0;31700;KELP;2030;29;;;;;2033;29;;;;;2031.5;171.34375
0;31800;RAINFOREST_RESIN;9996;2;9995;22;;;10002;2;10004;2;10005;22;9999.0;583.0
0;31800;SQUID_INK;1964;2;1963;24;;;1966;24;;;;;1965.0;478.0
0;31800;KELP;2032;2;2030;24;;;2033;24;;;;;2032.5;172.390625
0;31900;KELP;2030;34;;;;;2033;28;;;;;2031.5;172.75390625
0;31900;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;583.0
0;31900;SQUID_INK;1965;6;1964;28;;;1968;28;;;;;1966.5;478.0
0;32000;SQUID_INK;1962;22;;;;;1965;22;;;;;1963.5;478.0
0;32000;KELP;2030;22;;;;;2033;22;;;;;2031.5;170.8828125
0;32000;RAINFOREST_RESIN;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;583.0
0;32100;RAINFOREST_RESIN;9998;9;9995;25;;;10005;25;;;;;10001.5;583.0
0;32100;SQUID_INK;1962;25;;;;;1965;25;;;;;1963.5;478.0
0;32100;KELP;2030;25;;;;;2033;25;;;;;2031.5;171.21875
0;32200;RAINFOREST_RESIN;9996;1;9995;24;;;10002;5;10004;1;10005;24;9999.0;583.0
0;32200;SQUID_INK;1961;25;;;;;1964;25;;;;;1962.5;477.288330078125
0;32200;KELP;2030;25;;;;;2033;25;;;;;2031.5;170.796875
0;32300;KELP;2031;3;2030;32;;;2033;32;;;;;2032.0;168.74609375
0;32300;RAINFOREST_RESIN;10000;3;9996;2;9995;30;10004;2;10005;30;;;10002.0;583.0
0;32300;SQUID_INK;1960;3;1959;32;;;1962;32;;;;;1961.0;473.0654296875
0;32400;SQUID_INK;1958;29;;;;;1962;29;;;;;1960.0;472.017333984375
0;32400;KELP;2029;29;;;;;2033;29;;;;;2031.0;160.88671875
0;32400;RAINFOREST_RESIN;9998;2;9995;29;;;10005;29;;;;;10001.5;583.0
0;32500;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;583.0
0;32500;SQUID_INK;1959;27;;;;;1962;26;;;;;1960.5;473.384521484375
0;32500;KELP;2030;1;2029;26;;;2033;26;;;;;2031.5;160.73828125
0;32600;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;585.0
0;32600;SQUID_INK;1958;28;;;;;1961;2;1962;26;;;1959.5;481.9765625
0;32600;KELP;2029;28;;;;;2033;28;;;;;2031.0;168.509765625
0;32700;KELP;2029;32;;;;;2032;32;;;;;2030.5;166.361328125
0;32700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;585.0
0;32700;SQUID_INK;1958;32;;;;;1961;32;;;;;1959.5;481.572265625
0;32800;SQUID_INK;1957;29;;;;;1960;29;;;;;1958.5;487.0576171875
0;32800;KELP;2029;29;;;;;2033;29;;;;;2031.0;168.826171875
0;32800;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;585.0
0;32900;RAINFOREST_RESIN;9996;1;9995;20;;;10002;10;10004;1;10005;20;9999.0;585.0
0;32900;SQUID_INK;1956;21;;;;;1960;21;;;;;1958.0;488.623046875
0;32900;KELP;2030;21;;;;;2033;21;;;;;2031.5;173.65234375
0;33000;RAINFOREST_RESIN;9998;2;9995;28;;;10005;28;;;;;10001.5;585.0
0;33000;SQUID_INK;1956;28;;;;;1958;4;1959;28;;;1957.0;491.427734375
0;33000;KELP;2030;28;;;;;2032;4;2033;28;;;2031.0;171.751953125
0;33100;KELP;2030;26;;;;;2033;26;;;;;2031.5;172.216796875
0;33100;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;585.0
0;33100;SQUID_INK;1955;26;;;;;1958;26;;;;;1956.5;490.384521484375
0;33200;SQUID_INK;1955;24;;;;;1957;5;1958;24;;;1956.0;490.6768798828125
0;33200;KELP;2030;24;;;;;2032;5;2033;24;;;2031.0;173.212890625
0;33200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;585.0
0;33300;RAINFOREST_RESIN;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;585.0
0;33300;SQUID_INK;1954;31;;;;;1957;1;1958;30;;;1955.5;490.0
0;33300;KELP;2030;31;;;;;2033;31;;;;;2031.5;172.646484375
0;33400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;585.0
0;33400;SQUID_INK;1955;20;;;;;1957;2;1958;20;;;1956.0;490.0
0;33400;KELP;2030;20;;;;;2032;2;2033;20;;;2031.0;172.328125
0;33500;KELP;2030;23;;;;;2033;23;;;;;2031.5;174.33984375
0;33500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;585.0
0;33500;SQUID_INK;1955;23;;;;;1958;23;;;;;1956.5;490.0
0;33600;SQUID_INK;1955;27;;;;;1958;27;;;;;1956.5;490.0
0;33600;KELP;2030;27;;;;;2033;27;;;;;2031.5;173.36328125
0;33600;RAINFOREST_RESIN;9995;27;;;;;9998;2;10005;27;;;9996.5;585.0
0;33700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;589.0
0;33700;SQUID_INK;1957;26;;;;;1959;6;1960;26;;;1958.0;490.0
0;33700;KELP;2030;26;;;;;2032;6;2033;26;;;2031.0;173.83984375
0;33800;RAINFOREST_RESIN;9995;21;;;;;10002;4;10005;21;;;9998.5;589.0
0;33800;SQUID_INK;1957;21;;;;;1960;21;;;;;1958.5;490.0
0;33800;KELP;2029;21;;;;;2033;21;;;;;2031.0;170.025390625
0;33900;KELP;2029;28;;;;;2033;28;;;;;2031.0;168.763671875
0;33900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;589.0
0;33900;SQUID_INK;1956;28;;;;;1959;28;;;;;1957.5;490.0
0;34000;SQUID_INK;1959;1;1957;2;1956;28;1960;30;;;;;1959.5;490.0
0;34000;KELP;2032;1;2029;30;;;2033;30;;;;;2032.5;169.66796875
0;34000;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;625.0
0;34100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;625.0
0;34100;SQUID_INK;1957;27;;;;;1960;27;;;;;1958.5;490.620849609375
0;34100;KELP;2029;27;;;;;2033;27;;;;;2031.0;170.744140625
0;34200;RAINFOREST_RESIN;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;625.0
0;34200;SQUID_INK;1957;32;;;;;1960;32;;;;;1958.5;490.501953125
0;34200;KELP;2029;32;;;;;2033;32;;;;;2031.0;169.81640625
0;34300;KELP;2029;28;;;;;2033;29;;;;;2031.0;171.2421875
0;34300;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;625.0
0;34300;SQUID_INK;1957;28;;;;;1960;29;;;;;1958.5;489.0
0;34400;SQUID_INK;1957;30;;;;;1960;30;;;;;1958.5;489.0
0;34400;KELP;2030;30;;;;;2033;30;;;;;2031.5;172.33984375
0;34400;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;625.0
0;34500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;625.0
0;34500;SQUID_INK;1957;2;1956;22;;;1960;24;;;;;1958.5;489.0
0;34500;KELP;2030;24;;;;;2033;24;;;;;2031.5;173.166015625
0;34600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;625.0
0;34600;SQUID_INK;1957;24;;;;;1960;24;;;;;1958.5;489.0
0;34600;KELP;2030;24;;;;;2033;24;;;;;2031.5;173.68359375
0;34700;KELP;2030;9;2029;23;;;2033;25;;;;;2031.5;183.47265625
0;34700;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;625.0
0;34700;SQUID_INK;1959;7;1958;25;;;1962;25;;;;;1960.5;489.0
0;34800;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;625.0
0;34800;SQUID_INK;1958;24;;;;;1959;10;1962;24;;;1958.5;489.0
0;34800;KELP;2029;24;;;;;2030;10;2033;24;;;2029.5;183.96728515625
0;34900;SQUID_INK;1959;24;;;;;1962;24;;;;;1960.5;503.359375
0;34900;KELP;2029;24;;;;;2033;24;;;;;2031.0;194.2822265625
0;34900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;625.0
0;35000;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;625.0
0;35000;SQUID_INK;1959;29;;;;;1962;29;;;;;1960.5;504.85546875
0;35000;KELP;2029;29;;;;;2033;29;;;;;2031.0;194.658203125
0;35100;KELP;2030;23;;;;;2033;23;;;;;2031.5;196.79296875
0;35100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;625.0
0;35100;SQUID_INK;1958;2;1957;21;;;1961;23;;;;;1959.5;489.86328125
0;35200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;625.0
0;35200;SQUID_INK;1958;24;;;;;1960;3;1961;24;;;1959.0;496.54296875
0;35200;KELP;2030;24;;;;;2032;3;2033;24;;;2031.0;197.79296875
0;35300;SQUID_INK;1960;8;1959;23;;;1962;1;1963;22;;;1961.0;507.984375
0;35300;KELP;2031;8;2030;23;;;2033;1;2034;22;;;2032.0;198.953125
0;35300;RAINFOREST_RESIN;9998;8;9996;1;9995;22;10004;1;10005;22;;;10001.0;625.0
